respondent_id,survey_year,country,age,gender,education_level,years_of_experience,role,employment_status,company_size,work_mode,coding_hours_per_week,annual_salary_usd,job_satisfaction,career_satisfaction,primary_os,languages_used,frameworks_used,databases_used,cloud_platforms_used,ide_editor,ai_tools_used,ai_usage_frequency,ai_productivity_boost_pct,ai_sentiment,ai_job_threat_perception,primary_learning_source,open_source_contributor,looking_for_job,remote_work_preference_1to5,burnout_frequency,want_to_learn_next
R07941,2024,South Korea,23,Man,Some college,4,Embedded Developer,Freelance,11-50,In-Office,14,30000,3,5,Linux,Python;HTML/CSS;Elixir;TypeScript,Angular;NestJS;PyTorch;React Native;Node.js,MySQL;Elasticsearch;PostgreSQL,Google Cloud,Android Studio;VS Code;Vim/Neovim,ChatGPT;Cursor AI;Claude Code,Rarely,0,Neutral,No threat,Online courses,0,Not looking,5,Often,Rust
R07942,2024,China,41,Man,Bachelor's degree,23,Full-Stack Developer,Full-time,51-200,Hybrid,22,62300,4,4,Windows,Python;TypeScript;JavaScript;C++,Bootstrap,SQLite;Supabase;PostgreSQL;DynamoDB,Cloudflare,VS Code;PyCharm;Cursor,ChatGPT;v0,Monthly,19,Somewhat positive,Moderate threat,Online courses,1,Open to offers,5,Rarely,Swift;Go;Web3
R07943,2023,United States,28,Man,Bachelor's degree,5,Data Engineer,Part-time,201-1000,Remote,25,99500,4,4,Windows,Python;Java;Bash/Shell;JavaScript;SQL,TensorFlow;React;Django,MySQL;DynamoDB;PostgreSQL;Redis,AWS,Visual Studio;Vim/Neovim;VS Code,ChatGPT;GitHub Copilot;Claude,Daily,47,Very positive,Significant threat,Blogs,0,Open to offers,5,Often,Kotlin;TypeScript;Rust
R07944,2026,Vietnam,39,Man,Master's degree,19,Full-Stack Developer,Part-time,11-50,Hybrid,23,36300,5,4,macOS,C#;C++;Ruby;PHP,Angular;Flask;Bootstrap;PyTorch;Next.js,Supabase;SQLite,AWS;Azure,Zed,Claude Code;ChatGPT;GitHub Copilot;v0,Never,7,Very negative,Moderate threat,Colleagues,1,Not looking,3,Sometimes,Kubernetes;AI/ML
R07945,2026,Japan,38,Man,Bachelor's degree,22,Front-End Developer,Freelance,10000+,In-Office,17,84400,5,5,Windows,Dart;HTML/CSS;C++,FastAPI;Bootstrap,SQLite;MongoDB;MySQL,Railway,VS Code;Visual Studio,v0;GitHub Copilot;ChatGPT,Monthly,28,Somewhat positive,Significant threat,YouTube,1,Open to offers,3,Sometimes,AI/ML;HTMX;Go
R07946,2026,Ukraine,19,Man,Bachelor's degree,1,Embedded Developer,Full-time,201-1000,Hybrid,28,12500,2,4,macOS,SQL;Python;HTML/CSS;C#;C;Java,Node.js;.NET;FastAPI,MySQL,AWS;Netlify,Vim/Neovim;VS Code;Cursor,Windsurf;ChatGPT;Gemini;Perplexity,Rarely,0,Neutral,Significant threat,Official docs,0,Actively looking,4,Always,Elixir;Go;HTMX
R07947,2023,France,18,Man,Bachelor's degree,0,Data Scientist,Student,201-1000,In-Office,26,0,5,3,Linux,JavaScript;Swift;C++;Python;Bash/Shell;Go,PyTorch,MongoDB;PostgreSQL,AWS;Hetzner;Cloudflare,VS Code;Cursor,GitHub Copilot;Gemini,Multiple times daily,24,Somewhat positive,No threat,Stack Overflow,0,Not looking,1,Often,TypeScript
R07948,2024,China,30,Man,Bachelor's degree,11,Back-End Developer,Unemployed,1001-5000,In-Office,35,0,4,4,macOS,HTML/CSS;JavaScript;Rust;Python,Flask,PostgreSQL,AWS;Google Cloud,Cursor;VS Code,Gemini,Daily,30,Very positive,No threat,Stack Overflow,0,Not looking,3,Sometimes,Rust;AI/ML;Swift
R07949,2023,United States,26,Man,Master's degree,4,Front-End Developer,Full-time,201-1000,Remote,35,99100,2,3,Windows,JavaScript;SQL;Kotlin;Python,React;Node.js;NestJS,MariaDB;SQLite,AWS;Netlify;Azure,Visual Studio,ChatGPT;Perplexity;Gemini;Amazon CodeWhisperer,Monthly,20,Neutral,No threat,Online courses,1,Not looking,2,Sometimes,Go;AI/ML
R07950,2022,Indonesia,40,Man,Master's degree,16,Back-End Developer,Full-time,11-50,In-Office,29,20100,4,5,macOS,TypeScript,Flutter;Bootstrap,Redis;MongoDB;MySQL;Microsoft SQL Server,AWS;Azure;Cloudflare,IntelliJ IDEA,,Weekly,34,Somewhat positive,Significant threat,YouTube,0,Open to offers,5,Rarely,AI/ML;Kotlin;Kubernetes
R07951,2022,United States,47,Man,Self-taught / Bootcamp,24,QA / Test Engineer,Freelance,51-200,Hybrid,35,239100,2,4,macOS,Java;JavaScript,React;TensorFlow;jQuery,Oracle,Google Cloud;Cloudflare;AWS,VS Code;IntelliJ IDEA,ChatGPT,Rarely,6,Somewhat positive,Moderate threat,YouTube,1,Open to offers,2,Sometimes,Kubernetes
R07952,2022,United Kingdom,47,Woman,Bachelor's degree,22,Mobile Developer,Full-time,11-50,Hybrid,40,110000,4,4,macOS,Java;SQL;Kotlin,Next.js;Flask;Bootstrap;Spring Boot;jQuery,Microsoft SQL Server,AWS;Hetzner;Google Cloud,Eclipse;IntelliJ IDEA;VS Code,Amazon CodeWhisperer;GitHub Copilot;Windsurf;ChatGPT,Daily,33,Somewhat positive,Significant threat,Online courses,1,Not looking,5,Rarely,Python
R07953,2024,India,37,Man,Bachelor's degree,14,Back-End Developer,Full-time,51-200,Hybrid,42,34500,2,4,macOS,SQL;Zig;JavaScript;TypeScript;R,Node.js;React;Flask;FastAPI,SQLite;PostgreSQL;Supabase,Netlify;Google Cloud,Cursor,GitHub Copilot,Daily,51,Somewhat positive,Moderate threat,Books,0,Open to offers,3,Sometimes,Kubernetes;Web3;Python
R07954,2022,United States,33,Man,Bachelor's degree,11,Full-Stack Developer,Full-time,10000+,In-Office,36,214500,4,3,macOS,JavaScript;HTML/CSS;SQL;C#;Haskell;Kotlin,PyTorch;Angular;Next.js;.NET,MySQL;PostgreSQL,Vercel;DigitalOcean;Azure,PyCharm;Vim/Neovim,Claude;ChatGPT,Monthly,19,Somewhat positive,Moderate threat,ChatGPT/AI,0,Not looking,5,Sometimes,Kubernetes;Kotlin
R07955,2022,Italy,31,Man,Master's degree,12,DevOps / SRE,Unemployed,5001-10000,Hybrid,17,0,5,4,Linux,Java;PHP;SQL,PyTorch,Oracle;MySQL;Redis,AWS;Azure,Vim/Neovim,ChatGPT;Claude;Cursor AI;Gemini,Never,1,Somewhat positive,Will replace most devs,Blogs,0,Open to offers,5,Always,TypeScript
R07956,2024,United States,36,Man,Master's degree,12,Back-End Developer,Full-time,1001-5000,Hybrid,31,166700,5,4,Windows,Kotlin;SQL;TypeScript,Express,MongoDB;SQLite;Elasticsearch,AWS;Vercel,Vim/Neovim;PyCharm,Windsurf;Tabnine;Claude,Multiple times daily,26,Somewhat positive,Significant threat,Stack Overflow,0,Not looking,5,Always,Web3
R07957,2025,Denmark,31,Man,Some college,6,Cloud Engineer,Full-time,51-200,In-Office,39,60600,4,3,Windows,C#;Dart;Bash/Shell;Lua;SQL;Python,Node.js,Elasticsearch;MongoDB,Fly.io,PyCharm;Sublime Text,,Weekly,12,Very positive,Moderate threat,Official docs,1,Open to offers,4,Sometimes,TypeScript
R07958,2026,Germany,42,Man,Master's degree,19,Data Engineer,Full-time,1-10,Hybrid,25,110200,3,5,Windows,Java;PHP;SQL;HTML/CSS;Python,Tailwind CSS,MongoDB;SQLite;Oracle;MySQL,AWS,IntelliJ IDEA;VS Code;Vim/Neovim,Codeium;ChatGPT,Never,0,Very positive,Significant threat,Online courses,0,Actively looking,5,Sometimes,Kotlin
R07959,2021,United States,33,Man,Master's degree,10,Front-End Developer,Full-time,201-1000,Hybrid,44,147700,4,4,Windows,Perl;TypeScript,Next.js,Redis;SQLite,Azure;Railway,Zed;Xcode,GitHub Copilot;Gemini;ChatGPT;Claude,Monthly,9,Neutral,Moderate threat,Official docs,1,Not looking,3,Rarely,Kubernetes;Kotlin
R07960,2024,Canada,35,Man,Bachelor's degree,13,Full-Stack Developer,Freelance,1-10,In-Office,30,130100,3,3,macOS,SQL;TypeScript;C#,Next.js,DynamoDB;Redis,Render,VS Code;IntelliJ IDEA;Visual Studio,GitHub Copilot;Claude;ChatGPT,Rarely,8,Somewhat positive,Significant threat,Blogs,0,Not looking,5,Often,Elixir;TypeScript
R07961,2026,India,29,Man,Bachelor's degree,7,Back-End Developer,Full-time,201-1000,Hybrid,23,25000,4,4,macOS,Bash/Shell,Angular,SQLite,Vercel;AWS,IntelliJ IDEA,,Multiple times daily,49,Somewhat positive,Moderate threat,YouTube,1,Not looking,5,Rarely,Go
R07962,2026,United States,21,Man,Master's degree,0,Front-End Developer,Full-time,11-50,Hybrid,31,77700,4,4,Windows,SQL;JavaScript;HTML/CSS;Python;PHP;Dart,Laravel,Redis;SQLite,Netlify,PyCharm;VS Code;Vim/Neovim,Perplexity;Windsurf,Multiple times daily,27,Somewhat positive,Moderate threat,ChatGPT/AI,1,Actively looking,3,Never,Elixir;Web3;Go
R07963,2021,Ghana,33,Man,Master's degree,10,Mobile Developer,Full-time,201-1000,In-Office,32,13300,4,4,macOS,SQL;Python;Bash/Shell;TypeScript,Spring Boot;React,PostgreSQL,Google Cloud,Vim/Neovim,,Weekly,29,Somewhat positive,Minimal threat,ChatGPT/AI,0,Open to offers,5,Often,Swift
R07964,2023,Mexico,22,Man,Associate degree,0,Back-End Developer,Freelance,11-50,Hybrid,18,14600,4,3,macOS,C;SQL,PyTorch,DynamoDB;MySQL,Fly.io;Azure;AWS,IntelliJ IDEA;VS Code,ChatGPT;GitHub Copilot;Cursor AI;Claude Code,Monthly,23,Somewhat positive,No threat,YouTube,0,Open to offers,4,Often,HTMX;Rust;AI/ML
R07965,2026,New Zealand,31,Man,Bachelor's degree,3,Full-Stack Developer,Full-time,1001-5000,In-Office,32,42900,4,3,Windows,Elixir;HTML/CSS;C;TypeScript;Python,Bootstrap;Node.js;Svelte;React,PostgreSQL;MongoDB,Netlify,VS Code;WebStorm;Xcode,Codeium;GitHub Copilot;v0;ChatGPT,Weekly,14,Very negative,Significant threat,Online courses,0,Actively looking,5,Sometimes,Python
R07966,2025,Canada,27,Man,Bachelor's degree,4,Front-End Developer,Full-time,1-10,Hybrid,46,75100,3,4,Windows,JavaScript,htmx,SQLite,Azure,VS Code;Android Studio,Cursor AI,Weekly,16,Neutral,Significant threat,Official docs,1,Open to offers,5,Often,Zig;Web3;AI/ML
R07967,2021,United States,38,Man,High school,19,Full-Stack Developer,Student,51-200,Hybrid,27,16100,4,3,Linux,TypeScript;Bash/Shell,PyTorch;Nuxt.js,MongoDB;Supabase;MySQL;Elasticsearch,Vercel;Cloudflare,Visual Studio,,Daily,31,Somewhat positive,Minimal threat,Online courses,1,Open to offers,5,Sometimes,HTMX;Zig;TypeScript
R07968,2024,United States,32,Man,Master's degree,11,Front-End Developer,Part-time,10000+,Remote,5,154800,4,1,Windows,HTML/CSS;Python;Java;Bash/Shell;Dart;JavaScript,Tailwind CSS;htmx;FastAPI;.NET;React,SQLite,Vercel,VS Code;PyCharm,ChatGPT;Cursor AI;Perplexity,Weekly,10,Somewhat positive,Significant threat,YouTube,0,Open to offers,5,Rarely,Kotlin;Swift
R07969,2024,Romania,23,Man,Bachelor's degree,7,Mobile Developer,Student,201-1000,In-Office,14,7200,3,4,macOS,Kotlin;PHP;Rust;HTML/CSS,Express;.NET;Laravel,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL,Netlify;Heroku,VS Code;Vim/Neovim,Claude Code;GitHub Copilot;Claude,Weekly,13,Somewhat positive,Will replace most devs,ChatGPT/AI,0,Not looking,5,Rarely,TypeScript
R07970,2025,Canada,27,Man,Bachelor's degree,8,Full-Stack Developer,Full-time,1001-5000,Remote,50,65900,5,4,macOS,Bash/Shell;JavaScript,React;Node.js,PostgreSQL;MySQL;SQLite;Firebase Realtime DB,Render;AWS;Vercel,Vim/Neovim;IntelliJ IDEA;VS Code,Perplexity;Tabnine;ChatGPT;GitHub Copilot,Rarely,8,Somewhat positive,Significant threat,Official docs,1,Open to offers,4,Sometimes,Python
R07971,2023,Spain,31,Man,High school,12,Front-End Developer,Full-time,51-200,Remote,37,26500,5,4,macOS,HTML/CSS,Tailwind CSS;Express,SQLite;MySQL;ClickHouse,Google Cloud;Vercel,Zed,Amazon CodeWhisperer;GitHub Copilot,Monthly,11,Neutral,No threat,Blogs,1,Open to offers,3,Often,Go;Web3
R07972,2022,Turkey,37,Man,Bachelor's degree,15,Back-End Developer,Full-time,51-200,Remote,31,33700,4,4,macOS,HTML/CSS;JavaScript;Ruby;SQL;Python,NestJS;Vue.js;Spring Boot,SQLite;Firebase Realtime DB,Cloudflare,Cursor,ChatGPT;Perplexity;Claude;GitHub Copilot,Weekly,2,Somewhat positive,No threat,Online courses,0,Open to offers,3,Sometimes,Rust
R07973,2023,Turkey,26,Man,Bachelor's degree,0,Security Engineer,Freelance,10000+,Hybrid,22,7800,3,2,Linux,Kotlin;JavaScript;TypeScript,Node.js;Laravel;Flutter,PostgreSQL;MySQL,DigitalOcean;Azure;Vercel,WebStorm,GitHub Copilot;Codeium,Weekly,23,Somewhat positive,No threat,Online courses,1,Actively looking,5,Always,Swift;Elixir
R07974,2026,India,23,Man,Master's degree,1,Machine Learning Engineer,Full-time,11-50,In-Office,29,13600,2,1,Windows,C#;JavaScript;HTML/CSS;Perl,Django;Flutter;.NET;jQuery;Bootstrap,Firebase Realtime DB,Netlify,VS Code,GitHub Copilot;Claude;ChatGPT,Weekly,18,Somewhat negative,Minimal threat,ChatGPT/AI,1,Open to offers,1,Often,Swift
R07975,2024,Poland,39,Man,Bachelor's degree,20,Data Scientist,Full-time,1-10,Hybrid,41,58600,3,4,Linux,Scala,Tailwind CSS;Next.js;jQuery;Bootstrap;Node.js,Firebase Realtime DB,Render;Cloudflare;Vercel,Sublime Text,ChatGPT;Codeium;Cursor AI,Multiple times daily,33,Somewhat positive,Significant threat,YouTube,1,Not looking,5,Rarely,HTMX;Kubernetes;Swift
R07976,2024,United States,23,Man,Master's degree,0,Full-Stack Developer,Full-time,10000+,In-Office,42,61000,5,2,macOS,SQL;JavaScript;Elixir;Bash/Shell;TypeScript,NestJS;.NET;Angular;Vue.js;Django,Redis;Microsoft SQL Server,Azure;Hetzner,Vim/Neovim;Cursor,Cursor AI,Rarely,0,Somewhat positive,Moderate threat,Official docs,0,Not looking,3,Sometimes,TypeScript
R07977,2024,Brazil,23,Woman,Self-taught / Bootcamp,1,Student / Intern,Full-time,201-1000,Hybrid,29,4000,4,5,Windows,TypeScript;HTML/CSS;Python;JavaScript;PHP,Node.js,MongoDB;Redis,Vercel;Render,Android Studio;Zed;IntelliJ IDEA,GitHub Copilot,Multiple times daily,34,Neutral,Minimal threat,Stack Overflow,0,Not looking,5,Often,HTMX
R07978,2025,United States,38,Woman,Some college,10,Embedded Developer,Full-time,10000+,Hybrid,43,92300,2,5,macOS,Bash/Shell,Next.js;Flutter;Bootstrap;Django;.NET,DynamoDB;MySQL;Microsoft SQL Server,Netlify,VS Code;IntelliJ IDEA,,Never,0,Somewhat positive,Minimal threat,Stack Overflow,1,Not looking,3,Often,Swift;Kotlin;Zig
R07979,2023,Philippines,24,Man,Bachelor's degree,0,Cloud Engineer,Part-time,201-1000,Remote,43,9400,3,4,Windows,Java;C#;Lua;JavaScript,Laravel;Nuxt.js;Node.js;Spring Boot,Supabase;Redis;Firebase Realtime DB;Neo4j,Vercel;AWS;Azure,VS Code;IntelliJ IDEA;Cursor,,Weekly,25,Somewhat positive,Significant threat,ChatGPT/AI,1,Open to offers,5,Never,Web3
R07980,2023,Canada,41,Man,Bachelor's degree,20,Front-End Developer,Full-time,51-200,In-Office,34,185100,4,4,Windows,SQL;C++;JavaScript;PHP;TypeScript,Tailwind CSS;Bootstrap;Spring Boot,MySQL,Google Cloud,VS Code;Zed;IntelliJ IDEA,Windsurf;ChatGPT,Daily,21,Somewhat positive,Minimal threat,Official docs,1,Open to offers,5,Rarely,HTMX;Zig;Kotlin
R07981,2025,Turkey,40,Man,Master's degree,23,Full-Stack Developer,Full-time,201-1000,Remote,43,18900,3,2,Windows,Dart;TypeScript;C#;HTML/CSS;PHP;C++,Bootstrap;Flask;FastAPI;Laravel,DynamoDB,Azure,PyCharm,,Weekly,15,Somewhat negative,Significant threat,YouTube,1,Not looking,3,Never,Swift
R07982,2022,Philippines,42,Man,Master's degree,24,Front-End Developer,Freelance,1001-5000,Remote,21,18000,4,4,Windows,Kotlin;SQL,React;Tailwind CSS;Next.js,Firebase Realtime DB,AWS;Vercel,WebStorm;IntelliJ IDEA,,Weekly,11,Somewhat positive,Minimal threat,Colleagues,0,Not looking,3,Sometimes,Kotlin;Go
R07983,2020,United States,19,Man,Master's degree,1,Student / Intern,Full-time,10000+,Hybrid,42,15600,4,5,macOS,Scala;Swift;Bash/Shell;JavaScript;HTML/CSS,React;.NET;Flask;Next.js,MySQL;Microsoft SQL Server;PostgreSQL,Heroku,VS Code;PyCharm;Vim/Neovim,ChatGPT;Claude,Never,0,Somewhat positive,Significant threat,YouTube,1,Open to offers,3,Often,TypeScript;Rust
R07984,2026,United Kingdom,18,Non-binary,Associate degree,0,Freelancer / Consultant,Full-time,11-50,Remote,32,26900,3,4,Windows,Dart;PHP;Java,Flutter;NestJS;Node.js,Redis;SQLite;DynamoDB,Cloudflare;Google Cloud;Azure,Cursor;VS Code,ChatGPT;Tabnine,Weekly,4,Neutral,Significant threat,YouTube,0,Open to offers,5,Always,Web3;Python;Go
R07985,2023,Thailand,27,Man,Bachelor's degree,3,Full-Stack Developer,Full-time,5001-10000,Remote,19,13800,4,3,Windows,SQL,jQuery,MySQL,Fly.io;AWS;DigitalOcean,Visual Studio,Perplexity;GitHub Copilot,Weekly,17,Neutral,Significant threat,ChatGPT/AI,0,Actively looking,4,Often,Zig;Rust
R07986,2020,United States,33,Man,Master's degree,15,Game Developer,Full-time,51-200,In-Office,43,169800,1,4,macOS,Dart;Java;Lua;TypeScript;JavaScript;PHP,Laravel;Bootstrap;Tailwind CSS;Express,SQLite;MySQL;Redis,Heroku,VS Code;Vim/Neovim;Android Studio,Amazon CodeWhisperer;Perplexity,Never,5,Somewhat positive,Moderate threat,Online courses,0,Actively looking,3,Sometimes,Go;Swift
R07987,2024,Canada,22,Man,Bachelor's degree,2,Machine Learning Engineer,Full-time,5001-10000,Hybrid,39,57600,5,3,macOS,SQL;Bash/Shell;HTML/CSS;C++;Dart,PyTorch;React,Microsoft SQL Server;Redis;MySQL,Vercel;Fly.io,Cursor;VS Code;IntelliJ IDEA,ChatGPT;Perplexity;Claude,Never,6,Very positive,No threat,Colleagues,0,Actively looking,5,Always,Go
R07988,2021,Philippines,26,Man,Self-taught / Bootcamp,0,Mobile Developer,Full-time,1-10,Remote,29,8600,2,5,Windows,JavaScript;SQL;C#,Spring Boot,DynamoDB;MariaDB;SQLite;PostgreSQL,Azure;DigitalOcean,VS Code;Visual Studio,,Daily,30,Very positive,Moderate threat,YouTube,0,Not looking,5,Sometimes,Elixir
R07989,2025,South Korea,45,Man,Master's degree,27,Full-Stack Developer,Student,1001-5000,Hybrid,11,0,4,2,Windows,JavaScript;Kotlin,Node.js;Tailwind CSS;Laravel;Bootstrap,MySQL,Vercel;AWS,PyCharm,GitHub Copilot,Daily,50,Somewhat negative,Moderate threat,ChatGPT/AI,0,Open to offers,5,Rarely,Swift;Kubernetes;Web3
R07990,2025,India,29,Man,Bachelor's degree,3,DevOps / SRE,Full-time,201-1000,Remote,31,13300,3,1,Linux,JavaScript;Swift;Rust;SQL,Next.js;Angular;PyTorch;htmx,MongoDB,Google Cloud;Cloudflare;Vercel,Visual Studio,,Daily,22,Neutral,Minimal threat,Stack Overflow,0,Not looking,4,Never,Go;Python;Zig
R07991,2025,New Zealand,26,Man,Self-taught / Bootcamp,1,Data Scientist,Full-time,5001-10000,In-Office,42,39300,3,1,macOS,TypeScript;SQL;HTML/CSS;Python,Laravel;Django;Node.js,MySQL;Redis;Microsoft SQL Server;MongoDB,AWS,IntelliJ IDEA;Android Studio;VS Code,Claude;Cursor AI;Gemini;GitHub Copilot,Monthly,10,Neutral,Moderate threat,Blogs,1,Not looking,5,Never,Swift
R07992,2025,United States,32,Man,Self-taught / Bootcamp,0,Machine Learning Engineer,Freelance,11-50,Remote,26,77900,3,4,macOS,TypeScript;Go;HTML/CSS;Ruby,PyTorch;React Native,DynamoDB;MongoDB,AWS;Netlify;DigitalOcean,VS Code;Vim/Neovim;Android Studio,Claude;ChatGPT;Tabnine,Monthly,13,Neutral,Moderate threat,ChatGPT/AI,0,Open to offers,3,Sometimes,Zig;Swift
R07993,2021,United States,30,Man,Self-taught / Bootcamp,3,Full-Stack Developer,Full-time,10000+,Hybrid,47,62800,3,4,Windows,TypeScript;JavaScript;C++;Bash/Shell;Java;SQL,Tailwind CSS;Node.js;Vue.js;Django,MySQL,Azure,IntelliJ IDEA;Vim/Neovim;Visual Studio,Gemini;Windsurf;GitHub Copilot;Claude,Weekly,0,Neutral,No threat,Official docs,1,Not looking,5,Rarely,Swift;Web3
R07994,2026,Italy,35,Woman,Bachelor's degree,18,Full-Stack Developer,Full-time,1001-5000,Remote,37,52000,5,2,macOS,C++;Haskell;JavaScript;C;SQL,NestJS;PyTorch;React;TensorFlow;jQuery,MongoDB;Microsoft SQL Server;Redis;CockroachDB,Azure;Google Cloud,VS Code,Claude;GitHub Copilot;ChatGPT,Monthly,36,Somewhat positive,Minimal threat,Blogs,0,Actively looking,4,Often,Kotlin
R07995,2020,India,23,Man,Bachelor's degree,0,Full-Stack Developer,Full-time,51-200,Hybrid,30,10300,3,4,macOS,C#;TypeScript;Python,Flutter;Vue.js,MongoDB,AWS,Eclipse,,Monthly,19,Somewhat positive,Significant threat,YouTube,1,Open to offers,4,Rarely,Elixir;Rust;Zig
R07996,2020,India,25,Man,Master's degree,2,Full-Stack Developer,Full-time,11-50,Remote,27,17000,4,3,Windows,Bash/Shell;Python;JavaScript;Java,Node.js;Express;Flask,PostgreSQL,Google Cloud,VS Code;IntelliJ IDEA;Visual Studio,ChatGPT;GitHub Copilot,Weekly,18,Neutral,No threat,Online courses,0,Not looking,5,Often,Rust
R07997,2026,Pakistan,26,Man,Bachelor's degree,2,Data Engineer,Full-time,201-1000,Remote,39,5700,4,4,macOS,JavaScript;HTML/CSS;SQL;PHP;C#,PyTorch;NestJS;FastAPI;Bootstrap,MySQL;Supabase;SQLite,Render,VS Code,ChatGPT;Cursor AI,Weekly,29,Neutral,Will replace most devs,Colleagues,0,Open to offers,4,Sometimes,Go;Swift;Python
R07998,2024,Germany,29,Man,Master's degree,9,Data Engineer,Full-time,11-50,Remote,34,118000,1,4,Windows,Python;SQL,React;Spring Boot;.NET;Laravel;Node.js,Elasticsearch;Oracle;Redis;MySQL,Cloudflare;Azure,Cursor;Vim/Neovim;PyCharm,Amazon CodeWhisperer;GitHub Copilot;ChatGPT;Perplexity,Multiple times daily,14,Neutral,Minimal threat,YouTube,0,Not looking,3,Often,TypeScript
R07999,2020,Netherlands,30,Man,Bachelor's degree,5,Freelancer / Consultant,Full-time,1001-5000,Hybrid,36,56700,5,5,macOS,Java;C++;HTML/CSS;Python,Next.js,MySQL;SQLite;Redis;Cassandra,Hetzner,Visual Studio;Zed,Perplexity;GitHub Copilot;ChatGPT;Claude,Monthly,8,Very positive,Moderate threat,Books,1,Open to offers,3,Sometimes,Go;Kotlin;HTMX
R08000,2026,United States,31,Man,Master's degree,4,Full-Stack Developer,Full-time,1-10,Hybrid,47,81800,4,3,Windows,HTML/CSS;SQL;JavaScript,Flutter;Next.js,PostgreSQL,Cloudflare,Xcode;IntelliJ IDEA,GitHub Copilot;Cursor AI;Claude;ChatGPT,Multiple times daily,36,Neutral,Moderate threat,ChatGPT/AI,0,Actively looking,3,Rarely,Swift;Web3;Zig
R08001,2022,Brazil,18,Man,Master's degree,0,Back-End Developer,Unemployed,5001-10000,Hybrid,33,0,4,3,Linux,TypeScript;SQL;Kotlin;HTML/CSS;Bash/Shell;JavaScript,Node.js;Tailwind CSS;.NET,Oracle;DynamoDB,AWS,VS Code,,Monthly,21,Somewhat positive,Minimal threat,ChatGPT/AI,0,Not looking,4,Often,Go;Kotlin
R08002,2026,Brazil,30,Woman,Bachelor's degree,7,Back-End Developer,Student,11-50,Remote,19,5320,3,5,macOS,Python;HTML/CSS;SQL;TypeScript;JavaScript;C,React;Laravel;.NET;Node.js,Elasticsearch;DynamoDB;Microsoft SQL Server;MongoDB,Google Cloud,Xcode;VS Code;IntelliJ IDEA,Gemini;GitHub Copilot,Daily,28,Very negative,Minimal threat,Official docs,0,Not looking,5,Never,Elixir;Kubernetes;Web3
R08003,2023,Poland,36,Man,Self-taught / Bootcamp,11,Security Engineer,Full-time,1-10,Hybrid,22,31100,5,3,Linux,Go,Angular;Bootstrap;Tailwind CSS;Nuxt.js;.NET,MongoDB,Vercel,VS Code,,Daily,33,Neutral,No threat,Stack Overflow,0,Actively looking,3,Often,HTMX
R08004,2025,Egypt,21,Man,Self-taught / Bootcamp,0,Freelancer / Consultant,Full-time,1-10,Remote,29,8700,5,2,Windows,C#,Node.js;Tailwind CSS;Flask,MongoDB;Oracle;Firebase Realtime DB;Supabase,Google Cloud,Android Studio;VS Code,Perplexity;ChatGPT;Gemini,Daily,43,Somewhat positive,Significant threat,Official docs,1,Open to offers,5,Often,AI/ML;TypeScript;Python
R08005,2022,Portugal,31,Man,Self-taught / Bootcamp,7,Front-End Developer,Part-time,11-50,Remote,15,33300,2,3,Linux,HTML/CSS;Go;Scala;Kotlin,Bootstrap;Node.js,Firebase Realtime DB;MySQL;Redis,Vercel;Azure;Cloudflare,WebStorm;VS Code;IntelliJ IDEA,Claude;ChatGPT;Amazon CodeWhisperer;GitHub Copilot,Multiple times daily,46,Very positive,Moderate threat,ChatGPT/AI,1,Open to offers,3,Often,Kotlin;Python;Kubernetes
R08006,2024,Poland,34,Man,Bachelor's degree,17,Front-End Developer,Full-time,5001-10000,Remote,48,40500,5,5,Windows,PHP,Flask;Svelte;Node.js;Express,SQLite;PostgreSQL,DigitalOcean;Azure;Vercel,Cursor;Vim/Neovim,Perplexity;GitHub Copilot,Multiple times daily,58,Somewhat positive,Significant threat,Blogs,0,Actively looking,4,Sometimes,TypeScript;Elixir
